pokemon,normalized_name,image_path_or_url,source
Hoppip,hoppip,https://img.pokemondb.net/sprites/sword-shield/icon/hoppip.png,df_pokemon.image_url
Skiploom,skiploom,https://img.pokemondb.net/sprites/sword-shield/icon/skiploom.png,df_pokemon.image_url
Jumpluff,jumpluff,https://img.pokemondb.net/sprites/sword-shield/icon/jumpluff.png,df_pokemon.image_url
Aipom,aipom,https://img.pokemondb.net/sprites/sword-shield/icon/aipom.png,df_pokemon.image_url
Sunkern,sunkern,https://img.pokemondb.net/sprites/sword-shield/icon/sunkern.png,df_pokemon.image_url
Sunflora,sunflora,https://img.pokemondb.net/sprites/sword-shield/icon/sunflora.png,df_pokemon.image_url
Yanma,yanma,https://img.pokemondb.net/sprites/sword-shield/icon/yanma.png,df_pokemon.image_url
Wooper,wooper,https://img.pokemondb.net/sprites/sword-shield/icon/wooper.png,df_pokemon.image_url
Quagsire,quagsire,https://img.pokemondb.net/sprites/sword-shield/icon/quagsire.png,df_pokemon.image_url
Espeon,espeon,https://img.pokemondb.net/sprites/sword-shield/icon/espeon.png,df_pokemon.image_url
Umbreon,umbreon,https://img.pokemondb.net/sprites/sword-shield/icon/umbreon.png,df_pokemon.image_url
Murkrow,murkrow,https://img.pokemondb.net/sprites/sword-shield/icon/murkrow.png,df_pokemon.image_url
Slowking,slowking,https://img.pokemondb.net/sprites/sword-shield/icon/slowking.png,df_pokemon.image_url
Galarian Slowking,galarian slowking,https://img.pokemondb.net/sprites/sword-shield/icon/slowking-galarian.png,df_pokemon.image_url
Misdreavus,misdreavus,https://img.pokemondb.net/sprites/sword-shield/icon/misdreavus.png,df_pokemon.image_url
Unown,unown,https://img.pokemondb.net/sprites/sword-shield/icon/unown.png,df_pokemon.image_url
Wobbuffet,wobbuffet,https://img.pokemondb.net/sprites/sword-shield/icon/wobbuffet.png,df_pokemon.image_url
Girafarig,girafarig,https://img.pokemondb.net/sprites/sword-shield/icon/girafarig.png,df_pokemon.image_url
Pineco,pineco,https://img.pokemondb.net/sprites/sword-shield/icon/pineco.png,df_pokemon.image_url
Forretress,forretress,https://img.pokemondb.net/sprites/sword-shield/icon/forretress.png,df_pokemon.image_url
Dunsparce,dunsparce,https://img.pokemondb.net/sprites/sword-shield/icon/dunsparce.png,df_pokemon.image_url
Gligar,gligar,https://img.pokemondb.net/sprites/sword-shield/icon/gligar.png,df_pokemon.image_url
Steelix,steelix,https://img.pokemondb.net/sprites/sword-shield/icon/steelix.png,df_pokemon.image_url
Mega Steelix,mega steelix,https://img.pokemondb.net/sprites/sword-shield/icon/steelix-mega.png,df_pokemon.image_url
Snubbull,snubbull,https://img.pokemondb.net/sprites/sword-shield/icon/snubbull.png,df_pokemon.image_url
Granbull,granbull,https://img.pokemondb.net/sprites/sword-shield/icon/granbull.png,df_pokemon.image_url
Hisuian Qwilfish,hisuian qwilfish,https://img.pokemondb.net/s.png,df_pokemon.image_url
Qwilfish,qwilfish,https://img.pokemondb.net/sprites/sword-shield/icon/qwilfish.png,df_pokemon.image_url
Mega Scizor,mega scizor,https://img.pokemondb.net/sprites/sword-shield/icon/scizor-mega.png,df_pokemon.image_url
Scizor,scizor,https://img.pokemondb.net/sprites/sword-shield/icon/scizor.png,df_pokemon.image_url
Shuckle,shuckle,https://img.pokemondb.net/sprites/sword-shield/icon/shuckle.png,df_pokemon.image_url
Heracross,heracross,https://img.pokemondb.net/sprites/sword-shield/icon/heracross.png,df_pokemon.image_url
Mega Heracross,mega heracross,https://img.pokemondb.net/sprites/sword-shield/icon/heracross-mega.png,df_pokemon.image_url
Hisuian Sneasel,hisuian sneasel,https://img.pokemondb.net/s.png,df_pokemon.image_url
Sneasel,sneasel,https://img.pokemondb.net/sprites/sword-shield/icon/sneasel.png,df_pokemon.image_url
Teddiursa,teddiursa,https://img.pokemondb.net/sprites/sword-shield/icon/teddiursa.png,df_pokemon.image_url
Ursaring,ursaring,https://img.pokemondb.net/sprites/sword-shield/icon/ursaring.png,df_pokemon.image_url
Slugma,slugma,https://img.pokemondb.net/sprites/sword-shield/icon/slugma.png,df_pokemon.image_url
Magcargo,magcargo,https://img.pokemondb.net/sprites/sword-shield/icon/magcargo.png,df_pokemon.image_url
Swinub,swinub,https://img.pokemondb.net/sprites/sword-shield/icon/swinub.png,df_pokemon.image_url
Piloswine,piloswine,https://img.pokemondb.net/sprites/sword-shield/icon/piloswine.png,df_pokemon.image_url
Corsola,corsola,https://img.pokemondb.net/sprites/sword-shield/icon/corsola.png,df_pokemon.image_url
Galarian Corsola,galarian corsola,https://img.pokemondb.net/sprites/sword-shield/icon/corsola-galarian.png,df_pokemon.image_url
Remoraid,remoraid,https://img.pokemondb.net/sprites/sword-shield/icon/remoraid.png,df_pokemon.image_url
Octillery,octillery,https://img.pokemondb.net/sprites/sword-shield/icon/octillery.png,df_pokemon.image_url
Delibird,delibird,https://img.pokemondb.net/sprites/sword-shield/icon/delibird.png,df_pokemon.image_url
Mantine,mantine,https://img.pokemondb.net/sprites/sword-shield/icon/mantine.png,df_pokemon.image_url
Skarmory,skarmory,https://img.pokemondb.net/sprites/sword-shield/icon/skarmory.png,df_pokemon.image_url
Houndour,houndour,https://img.pokemondb.net/sprites/sword-shield/icon/houndour.png,df_pokemon.image_url
Houndoom,houndoom,https://img.pokemondb.net/sprites/sword-shield/icon/houndoom.png,df_pokemon.image_url
Mega Houndoom,mega houndoom,https://img.pokemondb.net/sprites/sword-shield/icon/houndoom-mega.png,df_pokemon.image_url
Kingdra,kingdra,https://img.pokemondb.net/sprites/sword-shield/icon/kingdra.png,df_pokemon.image_url
Phanpy,phanpy,https://img.pokemondb.net/sprites/sword-shield/icon/phanpy.png,df_pokemon.image_url
Donphan,donphan,https://img.pokemondb.net/sprites/sword-shield/icon/donphan.png,df_pokemon.image_url
Porygon2,porygon2,https://img.pokemondb.net/sprites/sword-shield/icon/porygon2.png,df_pokemon.image_url
Stantler,stantler,https://img.pokemondb.net/sprites/sword-shield/icon/stantler.png,df_pokemon.image_url
Smeargle,smeargle,https://img.pokemondb.net/sprites/sword-shield/icon/smeargle.png,df_pokemon.image_url
Tyrogue,tyrogue,https://img.pokemondb.net/sprites/sword-shield/icon/tyrogue.png,df_pokemon.image_url
Hitmontop,hitmontop,https://img.pokemondb.net/sprites/sword-shield/icon/hitmontop.png,df_pokemon.image_url
Smoochum,smoochum,https://img.pokemondb.net/sprites/sword-shield/icon/smoochum.png,df_pokemon.image_url
Elekid,elekid,https://img.pokemondb.net/sprites/sword-shield/icon/elekid.png,df_pokemon.image_url
Magby,magby,https://img.pokemondb.net/sprites/sword-shield/icon/magby.png,df_pokemon.image_url
Miltank,miltank,https://img.pokemondb.net/sprites/sword-shield/icon/miltank.png,df_pokemon.image_url
Blissey,blissey,https://img.pokemondb.net/sprites/sword-shield/icon/blissey.png,df_pokemon.image_url
Raikou,raikou,https://img.pokemondb.net/sprites/sword-shield/icon/raikou.png,df_pokemon.image_url
Entei,entei,https://img.pokemondb.net/sprites/sword-shield/icon/entei.png,df_pokemon.image_url
Suicune,suicune,https://img.pokemondb.net/sprites/sword-shield/icon/suicune.png,df_pokemon.image_url
Larvitar,larvitar,https://img.pokemondb.net/sprites/sword-shield/icon/larvitar.png,df_pokemon.image_url
Pupitar,pupitar,https://img.pokemondb.net/sprites/sword-shield/icon/pupitar.png,df_pokemon.image_url
Mega Tyranitar,mega tyranitar,https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar-mega.png,df_pokemon.image_url
Tyranitar,tyranitar,https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar.png,df_pokemon.image_url
Lugia,lugia,https://img.pokemondb.net/sprites/sword-shield/icon/lugia.png,df_pokemon.image_url
Ho-oh,ho oh,https://img.pokemondb.net/sprites/sword-shield/icon/ho-oh.png,df_pokemon.image_url
Celebi,celebi,https://img.pokemondb.net/sprites/sword-shield/icon/celebi.png,df_pokemon.image_url
Treecko,treecko,https://img.pokemondb.net/sprites/sword-shield/icon/treecko.png,df_pokemon.image_url
Grovyle,grovyle,https://img.pokemondb.net/sprites/sword-shield/icon/grovyle.png,df_pokemon.image_url
Mega Sceptile,mega sceptile,https://img.pokemondb.net/sprites/sword-shield/icon/sceptile-mega.png,df_pokemon.image_url
Sceptile,sceptile,https://img.pokemondb.net/sprites/sword-shield/icon/sceptile.png,df_pokemon.image_url
Torchic,torchic,https://img.pokemondb.net/sprites/sword-shield/icon/torchic.png,df_pokemon.image_url
Combusken,combusken,https://img.pokemondb.net/sprites/sword-shield/icon/combusken.png,df_pokemon.image_url
Blaziken,blaziken,https://img.pokemondb.net/sprites/sword-shield/icon/blaziken.png,df_pokemon.image_url
Mega Blaziken,mega blaziken,https://img.pokemondb.net/sprites/sword-shield/icon/blaziken-mega.png,df_pokemon.image_url
Mudkip,mudkip,https://img.pokemondb.net/sprites/sword-shield/icon/mudkip.png,df_pokemon.image_url
Marshtomp,marshtomp,https://img.pokemondb.net/sprites/sword-shield/icon/marshtomp.png,df_pokemon.image_url
Mega Swampert,mega swampert,https://img.pokemondb.net/sprites/sword-shield/icon/swampert-mega.png,df_pokemon.image_url
Swampert,swampert,https://img.pokemondb.net/sprites/sword-shield/icon/swampert.png,df_pokemon.image_url
Poochyena,poochyena,https://img.pokemondb.net/sprites/sword-shield/icon/poochyena.png,df_pokemon.image_url
Mightyena,mightyena,https://img.pokemondb.net/sprites/sword-shield/icon/mightyena.png,df_pokemon.image_url
Zigzagoon,zigzagoon,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon.png,df_pokemon.image_url
Galarian Zigzagoon,galarian zigzagoon,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon-galarian.png,df_pokemon.image_url
Linoone,linoone,https://img.pokemondb.net/sprites/sword-shield/icon/linoone.png,df_pokemon.image_url
Galarian Linoone,galarian linoone,https://img.pokemondb.net/sprites/sword-shield/icon/linoone-galarian.png,df_pokemon.image_url
Wurmple,wurmple,https://img.pokemondb.net/sprites/sword-shield/icon/wurmple.png,df_pokemon.image_url
Silcoon,silcoon,https://img.pokemondb.net/sprites/sword-shield/icon/silcoon.png,df_pokemon.image_url
Beautifly,beautifly,https://img.pokemondb.net/sprites/sword-shield/icon/beautifly.png,df_pokemon.image_url
Cascoon,cascoon,https://img.pokemondb.net/sprites/sword-shield/icon/cascoon.png,df_pokemon.image_url
Dustox,dustox,https://img.pokemondb.net/sprites/sword-shield/icon/dustox.png,df_pokemon.image_url
Lotad,lotad,https://img.pokemondb.net/sprites/sword-shield/icon/lotad.png,df_pokemon.image_url
Lombre,lombre,https://img.pokemondb.net/sprites/sword-shield/icon/lombre.png,df_pokemon.image_url
Ludicolo,ludicolo,https://img.pokemondb.net/sprites/sword-shield/icon/ludicolo.png,df_pokemon.image_url
Seedot,seedot,https://img.pokemondb.net/sprites/sword-shield/icon/seedot.png,df_pokemon.image_url
Nuzleaf,nuzleaf,https://img.pokemondb.net/sprites/sword-shield/icon/nuzleaf.png,df_pokemon.image_url
Shiftry,shiftry,https://img.pokemondb.net/sprites/sword-shield/icon/shiftry.png,df_pokemon.image_url
Taillow,taillow,https://img.pokemondb.net/sprites/sword-shield/icon/taillow.png,df_pokemon.image_url
Swellow,swellow,https://img.pokemondb.net/sprites/sword-shield/icon/swellow.png,df_pokemon.image_url
Wingull,wingull,https://img.pokemondb.net/sprites/sword-shield/icon/wingull.png,df_pokemon.image_url
Pelipper,pelipper,https://img.pokemondb.net/sprites/sword-shield/icon/pelipper.png,df_pokemon.image_url
Ralts,ralts,https://img.pokemondb.net/sprites/sword-shield/icon/ralts.png,df_pokemon.image_url
Kirlia,kirlia,https://img.pokemondb.net/sprites/sword-shield/icon/kirlia.png,df_pokemon.image_url
Gardevoir,gardevoir,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir.png,df_pokemon.image_url
Mega Gardevoir,mega gardevoir,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir-mega.png,df_pokemon.image_url
Surskit,surskit,https://img.pokemondb.net/sprites/sword-shield/icon/surskit.png,df_pokemon.image_url
Masquerain,masquerain,https://img.pokemondb.net/sprites/sword-shield/icon/masquerain.png,df_pokemon.image_url
Shroomish,shroomish,https://img.pokemondb.net/sprites/sword-shield/icon/shroomish.png,df_pokemon.image_url
Breloom,breloom,https://img.pokemondb.net/sprites/sword-shield/icon/breloom.png,df_pokemon.image_url
Slakoth,slakoth,https://img.pokemondb.net/sprites/sword-shield/icon/slakoth.png,df_pokemon.image_url
Vigoroth,vigoroth,https://img.pokemondb.net/sprites/sword-shield/icon/vigoroth.png,df_pokemon.image_url
Slaking,slaking,https://img.pokemondb.net/sprites/sword-shield/icon/slaking.png,df_pokemon.image_url
Nincada,nincada,https://img.pokemondb.net/sprites/sword-shield/icon/nincada.png,df_pokemon.image_url
Ninjask,ninjask,https://img.pokemondb.net/sprites/sword-shield/icon/ninjask.png,df_pokemon.image_url
Shedinja,shedinja,https://img.pokemondb.net/sprites/sword-shield/icon/shedinja.png,df_pokemon.image_url
Whismur,whismur,https://img.pokemondb.net/sprites/sword-shield/icon/whismur.png,df_pokemon.image_url
Loudred,loudred,https://img.pokemondb.net/sprites/sword-shield/icon/loudred.png,df_pokemon.image_url
Exploud,exploud,https://img.pokemondb.net/sprites/sword-shield/icon/exploud.png,df_pokemon.image_url
Makuhita,makuhita,https://img.pokemondb.net/sprites/sword-shield/icon/makuhita.png,df_pokemon.image_url
Hariyama,hariyama,https://img.pokemondb.net/sprites/sword-shield/icon/hariyama.png,df_pokemon.image_url
Azurill,azurill,https://img.pokemondb.net/sprites/sword-shield/icon/azurill.png,df_pokemon.image_url
Nosepass,nosepass,https://img.pokemondb.net/sprites/sword-shield/icon/nosepass.png,df_pokemon.image_url
Skitty,skitty,https://img.pokemondb.net/sprites/sword-shield/icon/skitty.png,df_pokemon.image_url
Delcatty,delcatty,https://img.pokemondb.net/sprites/sword-shield/icon/delcatty.png,df_pokemon.image_url
Mega Sableye,mega sableye,https://img.pokemondb.net/sprites/sword-shield/icon/sableye-mega.png,df_pokemon.image_url
Sableye,sableye,https://img.pokemondb.net/sprites/sword-shield/icon/sableye.png,df_pokemon.image_url
Mawile,mawile,https://img.pokemondb.net/sprites/sword-shield/icon/mawile.png,df_pokemon.image_url
Mega Mawile,mega mawile,https://img.pokemondb.net/sprites/sword-shield/icon/mawile-mega.png,df_pokemon.image_url
Aron,aron,https://img.pokemondb.net/sprites/sword-shield/icon/aron.png,df_pokemon.image_url
Lairon,lairon,https://img.pokemondb.net/sprites/sword-shield/icon/lairon.png,df_pokemon.image_url
Aggron,aggron,https://img.pokemondb.net/sprites/sword-shield/icon/aggron.png,df_pokemon.image_url
Mega Aggron,mega aggron,https://img.pokemondb.net/sprites/sword-shield/icon/aggron-mega.png,df_pokemon.image_url
Meditite,meditite,https://img.pokemondb.net/sprites/sword-shield/icon/meditite.png,df_pokemon.image_url
Medicham,medicham,https://img.pokemondb.net/sprites/sword-shield/icon/medicham.png,df_pokemon.image_url
Mega Medicham,mega medicham,https://img.pokemondb.net/sprites/sword-shield/icon/medicham-mega.png,df_pokemon.image_url
Electrike,electrike,https://img.pokemondb.net/sprites/sword-shield/icon/electrike.png,df_pokemon.image_url
Manectric,manectric,https://img.pokemondb.net/sprites/sword-shield/icon/manectric.png,df_pokemon.image_url
Mega Manectric,mega manectric,https://img.pokemondb.net/sprites/sword-shield/icon/manectric-mega.png,df_pokemon.image_url
Plusle,plusle,https://img.pokemondb.net/sprites/sword-shield/icon/plusle.png,df_pokemon.image_url
Minun,minun,https://img.pokemondb.net/sprites/sword-shield/icon/minun.png,df_pokemon.image_url
Volbeat,volbeat,https://img.pokemondb.net/sprites/sword-shield/icon/volbeat.png,df_pokemon.image_url
Illumise,illumise,https://img.pokemondb.net/sprites/sword-shield/icon/illumise.png,df_pokemon.image_url
Roselia,roselia,https://img.pokemondb.net/sprites/sword-shield/icon/roselia.png,df_pokemon.image_url
Gulpin,gulpin,https://img.pokemondb.net/sprites/sword-shield/icon/gulpin.png,df_pokemon.image_url
Swalot,swalot,https://img.pokemondb.net/sprites/sword-shield/icon/swalot.png,df_pokemon.image_url
Carvanha,carvanha,https://img.pokemondb.net/sprites/sword-shield/icon/carvanha.png,df_pokemon.image_url
Mega Sharpedo,mega sharpedo,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo-mega.png,df_pokemon.image_url
Sharpedo,sharpedo,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo.png,df_pokemon.image_url
Wailmer,wailmer,https://img.pokemondb.net/sprites/sword-shield/icon/wailmer.png,df_pokemon.image_url
Wailord,wailord,https://img.pokemondb.net/sprites/sword-shield/icon/wailord.png,df_pokemon.image_url
Numel,numel,https://img.pokemondb.net/sprites/sword-shield/icon/numel.png,df_pokemon.image_url
Camerupt,camerupt,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt.png,df_pokemon.image_url
Mega Camerupt,mega camerupt,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt-mega.png,df_pokemon.image_url
Torkoal,torkoal,https://img.pokemondb.net/sprites/sword-shield/icon/torkoal.png,df_pokemon.image_url
Spoink,spoink,https://img.pokemondb.net/sprites/sword-shield/icon/spoink.png,df_pokemon.image_url
Grumpig,grumpig,https://img.pokemondb.net/sprites/sword-shield/icon/grumpig.png,df_pokemon.image_url
Spinda,spinda,https://img.pokemondb.net/sprites/sword-shield/icon/spinda.png,df_pokemon.image_url
Trapinch,trapinch,https://img.pokemondb.net/sprites/sword-shield/icon/trapinch.png,df_pokemon.image_url
Vibrava,vibrava,https://img.pokemondb.net/sprites/sword-shield/icon/vibrava.png,df_pokemon.image_url
Flygon,flygon,https://img.pokemondb.net/sprites/sword-shield/icon/flygon.png,df_pokemon.image_url
Cacnea,cacnea,https://img.pokemondb.net/sprites/sword-shield/icon/cacnea.png,df_pokemon.image_url
Cacturne,cacturne,https://img.pokemondb.net/sprites/sword-shield/icon/cacturne.png,df_pokemon.image_url
Swablu,swablu,https://img.pokemondb.net/sprites/sword-shield/icon/swablu.png,df_pokemon.image_url
Altaria,altaria,https://img.pokemondb.net/sprites/sword-shield/icon/altaria.png,df_pokemon.image_url
Mega Altaria,mega altaria,https://img.pokemondb.net/sprites/sword-shield/icon/altaria-mega.png,df_pokemon.image_url
Zangoose,zangoose,https://img.pokemondb.net/sprites/sword-shield/icon/zangoose.png,df_pokemon.image_url
Seviper,seviper,https://img.pokemondb.net/sprites/sword-shield/icon/seviper.png,df_pokemon.image_url
Lunatone,lunatone,https://img.pokemondb.net/sprites/sword-shield/icon/lunatone.png,df_pokemon.image_url
Solrock,solrock,https://img.pokemondb.net/sprites/sword-shield/icon/solrock.png,df_pokemon.image_url
Barboach,barboach,https://img.pokemondb.net/sprites/sword-shield/icon/barboach.png,df_pokemon.image_url
Whiscash,whiscash,https://img.pokemondb.net/sprites/sword-shield/icon/whiscash.png,df_pokemon.image_url
Corphish,corphish,https://img.pokemondb.net/sprites/sword-shield/icon/corphish.png,df_pokemon.image_url
Crawdaunt,crawdaunt,https://img.pokemondb.net/sprites/sword-shield/icon/crawdaunt.png,df_pokemon.image_url
Baltoy,baltoy,https://img.pokemondb.net/sprites/sword-shield/icon/baltoy.png,df_pokemon.image_url
Claydol,claydol,https://img.pokemondb.net/sprites/sword-shield/icon/claydol.png,df_pokemon.image_url
Lileep,lileep,https://img.pokemondb.net/sprites/sword-shield/icon/lileep.png,df_pokemon.image_url
Cradily,cradily,https://img.pokemondb.net/sprites/sword-shield/icon/cradily.png,df_pokemon.image_url
Anorith,anorith,https://img.pokemondb.net/sprites/sword-shield/icon/anorith.png,df_pokemon.image_url
Armaldo,armaldo,https://img.pokemondb.net/sprites/sword-shield/icon/armaldo.png,df_pokemon.image_url
Feebas,feebas,https://img.pokemondb.net/sprites/sword-shield/icon/feebas.png,df_pokemon.image_url
Milotic,milotic,https://img.pokemondb.net/sprites/sword-shield/icon/milotic.png,df_pokemon.image_url
Castform,castform,https://img.pokemondb.net/sprites/sword-shield/icon/castform.png,df_pokemon.image_url
Castform Sunny Form,castform sunny form,https://img.pokemondb.net/sprites/sword-shield/icon/castform-sunny.png,df_pokemon.image_url
Castform Rainy Form,castform rainy form,https://img.pokemondb.net/sprites/sword-shield/icon/castform-rainy.png,df_pokemon.image_url
Castform Snowy Form,castform snowy form,https://img.pokemondb.net/sprites/sword-shield/icon/castform-snowy.png,df_pokemon.image_url
Kecleon,kecleon,https://img.pokemondb.net/sprites/sword-shield/icon/kecleon.png,df_pokemon.image_url
Shuppet,shuppet,https://img.pokemondb.net/sprites/sword-shield/icon/shuppet.png,df_pokemon.image_url
Mega Banette,mega banette,https://img.pokemondb.net/sprites/sword-shield/icon/banette-mega.png,df_pokemon.image_url
Banette,banette,https://img.pokemondb.net/sprites/sword-shield/icon/banette.png,df_pokemon.image_url
Duskull,duskull,https://img.pokemondb.net/sprites/sword-shield/icon/duskull.png,df_pokemon.image_url
Dusclops,dusclops,https://img.pokemondb.net/sprites/sword-shield/icon/dusclops.png,df_pokemon.image_url
Tropius,tropius,https://img.pokemondb.net/sprites/sword-shield/icon/tropius.png,df_pokemon.image_url
Chimecho,chimecho,https://img.pokemondb.net/sprites/sword-shield/icon/chimecho.png,df_pokemon.image_url
Absol,absol,https://img.pokemondb.net/sprites/sword-shield/icon/absol.png,df_pokemon.image_url
Mega Absol,mega absol,https://img.pokemondb.net/sprites/sword-shield/icon/absol-mega.png,df_pokemon.image_url
Wynaut,wynaut,https://img.pokemondb.net/sprites/sword-shield/icon/wynaut.png,df_pokemon.image_url
Snorunt,snorunt,https://img.pokemondb.net/sprites/sword-shield/icon/snorunt.png,df_pokemon.image_url
Mega Glalie,mega glalie,https://img.pokemondb.net/sprites/sword-shield/icon/glalie-mega.png,df_pokemon.image_url
Glalie,glalie,https://img.pokemondb.net/sprites/sword-shield/icon/glalie.png,df_pokemon.image_url
Spheal,spheal,https://img.pokemondb.net/sprites/sword-shield/icon/spheal.png,df_pokemon.image_url
Sealeo,sealeo,https://img.pokemondb.net/sprites/sword-shield/icon/sealeo.png,df_pokemon.image_url
Walrein,walrein,https://img.pokemondb.net/sprites/sword-shield/icon/walrein.png,df_pokemon.image_url
Clamperl,clamperl,https://img.pokemondb.net/sprites/sword-shield/icon/clamperl.png,df_pokemon.image_url
Huntail,huntail,https://img.pokemondb.net/sprites/sword-shield/icon/huntail.png,df_pokemon.image_url
Gorebyss,gorebyss,https://img.pokemondb.net/sprites/sword-shield/icon/gorebyss.png,df_pokemon.image_url
Relicanth,relicanth,https://img.pokemondb.net/sprites/sword-shield/icon/relicanth.png,df_pokemon.image_url
Luvdisc,luvdisc,https://img.pokemondb.net/sprites/sword-shield/icon/luvdisc.png,df_pokemon.image_url
Bagon,bagon,https://img.pokemondb.net/sprites/sword-shield/icon/bagon.png,df_pokemon.image_url
Shelgon,shelgon,https://img.pokemondb.net/sprites/sword-shield/icon/shelgon.png,df_pokemon.image_url
Mega Salamence,mega salamence,https://img.pokemondb.net/sprites/sword-shield/icon/salamence-mega.png,df_pokemon.image_url
Salamence,salamence,https://img.pokemondb.net/sprites/sword-shield/icon/salamence.png,df_pokemon.image_url
Beldum,beldum,https://img.pokemondb.net/sprites/sword-shield/icon/beldum.png,df_pokemon.image_url
Metang,metang,https://img.pokemondb.net/sprites/sword-shield/icon/metang.png,df_pokemon.image_url
Mega Metagross,mega metagross,https://img.pokemondb.net/sprites/sword-shield/icon/metagross-mega.png,df_pokemon.image_url
Metagross,metagross,https://img.pokemondb.net/sprites/sword-shield/icon/metagross.png,df_pokemon.image_url
Regirock,regirock,https://img.pokemondb.net/sprites/sword-shield/icon/regirock.png,df_pokemon.image_url
Regice,regice,https://img.pokemondb.net/sprites/sword-shield/icon/regice.png,df_pokemon.image_url
Registeel,registeel,https://img.pokemondb.net/sprites/sword-shield/icon/registeel.png,df_pokemon.image_url
Mega Latias,mega latias,https://img.pokemondb.net/sprites/sword-shield/icon/latias-mega.png,df_pokemon.image_url
Latias,latias,https://img.pokemondb.net/sprites/sword-shield/icon/latias.png,df_pokemon.image_url
Latios,latios,https://img.pokemondb.net/sprites/sword-shield/icon/latios.png,df_pokemon.image_url
Mega Latios,mega latios,https://img.pokemondb.net/sprites/sword-shield/icon/latios-mega.png,df_pokemon.image_url
Primal Kyogre,primal kyogre,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre-primal.png,df_pokemon.image_url
Kyogre,kyogre,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre.png,df_pokemon.image_url
Primal Groudon,primal groudon,https://img.pokemondb.net/sprites/sword-shield/icon/groudon-primal.png,df_pokemon.image_url
Groudon,groudon,https://img.pokemondb.net/sprites/sword-shield/icon/groudon.png,df_pokemon.image_url
Mega Rayquaza,mega rayquaza,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza-mega.png,df_pokemon.image_url
Rayquaza,rayquaza,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza.png,df_pokemon.image_url
Jirachi,jirachi,https://img.pokemondb.net/sprites/sword-shield/icon/jirachi.png,df_pokemon.image_url
Deoxys Defense Forme,deoxys defense forme,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-defense.png,df_pokemon.image_url
Deoxys Attack Forme,deoxys attack forme,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-attack.png,df_pokemon.image_url
Deoxys Normal Forme,deoxys normal forme,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-normal.png,df_pokemon.image_url
Deoxys Speed Forme,deoxys speed forme,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-speed.png,df_pokemon.image_url
Turtwig,turtwig,https://img.pokemondb.net/sprites/sword-shield/icon/turtwig.png,df_pokemon.image_url
Grotle,grotle,https://img.pokemondb.net/sprites/sword-shield/icon/grotle.png,df_pokemon.image_url
Torterra,torterra,https://img.pokemondb.net/sprites/sword-shield/icon/torterra.png,df_pokemon.image_url
Chimchar,chimchar,https://img.pokemondb.net/sprites/sword-shield/icon/chimchar.png,df_pokemon.image_url
Monferno,monferno,https://img.pokemondb.net/sprites/sword-shield/icon/monferno.png,df_pokemon.image_url
Infernape,infernape,https://img.pokemondb.net/sprites/sword-shield/icon/infernape.png,df_pokemon.image_url
Piplup,piplup,https://img.pokemondb.net/sprites/sword-shield/icon/piplup.png,df_pokemon.image_url
Prinplup,prinplup,https://img.pokemondb.net/sprites/sword-shield/icon/prinplup.png,df_pokemon.image_url
Empoleon,empoleon,https://img.pokemondb.net/sprites/sword-shield/icon/empoleon.png,df_pokemon.image_url
Starly,starly,https://img.pokemondb.net/sprites/sword-shield/icon/starly.png,df_pokemon.image_url
Staravia,staravia,https://img.pokemondb.net/sprites/sword-shield/icon/staravia.png,df_pokemon.image_url
Staraptor,staraptor,https://img.pokemondb.net/sprites/sword-shield/icon/staraptor.png,df_pokemon.image_url
Bidoof,bidoof,https://img.pokemondb.net/sprites/sword-shield/icon/bidoof.png,df_pokemon.image_url
Bibarel,bibarel,https://img.pokemondb.net/sprites/sword-shield/icon/bibarel.png,df_pokemon.image_url
Kricketot,kricketot,https://img.pokemondb.net/sprites/sword-shield/icon/kricketot.png,df_pokemon.image_url
Kricketune,kricketune,https://img.pokemondb.net/sprites/sword-shield/icon/kricketune.png,df_pokemon.image_url
Shinx,shinx,https://img.pokemondb.net/sprites/sword-shield/icon/shinx.png,df_pokemon.image_url
Luxio,luxio,https://img.pokemondb.net/sprites/sword-shield/icon/luxio.png,df_pokemon.image_url
Luxray,luxray,https://img.pokemondb.net/sprites/sword-shield/icon/luxray.png,df_pokemon.image_url
Budew,budew,https://img.pokemondb.net/sprites/sword-shield/icon/budew.png,df_pokemon.image_url
