pokemon,category,name,usage_percent
Drapion,move,Protect,46.477
Drapion,move,Toxic,34.385
Drednaw,ability,Swift Swim,99.997
Drednaw,ability,Strong Jaw,0.003
Drednaw,item,Choice Band,85.405
Drednaw,item,Life Orb,8.145
Drednaw,item,Other,4.436
Drednaw,move,Liquidation,99.611
Drednaw,move,Rock Slide,92.731
Drednaw,move,Head Smash,90.018
Drednaw,move,Megahorn,84.826
Drifblim,ability,Unburden,99.957
Drifblim,ability,Aftermath,0.028
Drifblim,item,Psychic Seed,94.111
Drifblim,item,Misty Seed,3.228
Drifblim,item,Other,2.662
Drifblim,move,Tailwind,99.749
Drifblim,move,Will O Wisp,95.559
Drifblim,move,Weather Ball,92.09
Drifblim,move,Sunny Day,92.09
Druddigon,ability,Rough Skin,92.085
Druddigon,ability,Sheer Force,6.207
Druddigon,item,Rocky Helmet,92.811
Druddigon,item,Life Orb,5.177
Druddigon,item,Other,2.011
Druddigon,move,Fire Punch,97.474
Druddigon,move,Dragon Claw,94.407
Druddigon,move,Glare,92.875
Druddigon,move,Superpower,92.253
Dugtrio,ability,Arena Trap,97.967
Dugtrio,ability,Sand Veil,2.026
Dugtrio,item,Focus Sash,99.123
Dugtrio,item,Other,0.877
Dugtrio,move,Sucker Punch,95.402
Dugtrio,move,Earthquake,90.913
Dugtrio,move,Memento,88.412
Dugtrio,move,Ally Switch,86.068
Dunsparce,ability,Serene Grace,55.668
Dunsparce,ability,Rattled,44.332
Dunsparce,item,Leftovers,48.323
Dunsparce,item,Choice Scarf,15.581
Dunsparce,item,Choice Band,11.026
Dunsparce,move,Rock Slide,53.596
Dunsparce,move,Coil,52.707
Dunsparce,move,Roost,46.221
Dunsparce,move,Amnesia,45.857
Duraludon,ability,Stalwart,92.912
Duraludon,ability,Light Metal,6.695
Duraludon,item,Assault Vest,26.922
Duraludon,item,Shuca Berry,21.323
Duraludon,item,Choice Specs,17.54
Duraludon,move,Flash Cannon,92.256
Duraludon,move,Draco Meteor,79.107
Duraludon,move,Thunderbolt,55.3
Duraludon,move,Dark Pulse,44.908
Durant,ability,Hustle,99.831
Durant,ability,Swarm,0.133
Durant,item,Life Orb,53.866
Durant,item,Expert Belt,43.898
Durant,item,Other,2.235
Durant,move,Iron Head,100.0
Durant,move,Rock Slide,95.859
Durant,move,Stomping Tantrum,83.167
Durant,move,Protect,52.899
Dusclops,ability,Frisk,98.723
Dusclops,ability,Pressure,1.277
Dusclops,item,Eviolite,99.568
Dusclops,item,Other,0.432
Dusclops,move,Trick Room,99.72
Dusclops,move,Night Shade,67.739
Dusclops,move,Taunt,66.251
Dusclops,move,Shadow Sneak,62.111
Dusk Mane Necrozma,ability,Prism Armor,100.0
Dusk Mane Necrozma,item,Weakness Policy,88.874
Dusk Mane Necrozma,item,Other,4.037
Dusk Mane Necrozma,item,Assault Vest,3.163
Dusk Mane Necrozma,move,Sunsteel Strike,85.426
Dusk Mane Necrozma,move,Earthquake,68.895
Dusk Mane Necrozma,move,Trick Room,67.44
Dusk Mane Necrozma,move,Psychic Fangs,24.367
Dusknoir,ability,Frisk,94.745
Dusknoir,ability,Pressure,5.255
Dusknoir,item,Life Orb,46.318
Dusknoir,item,Colbur Berry,15.255
Dusknoir,item,Weakness Policy,15.012
Dusknoir,move,Poltergeist,92.839
Dusknoir,move,Trick Room,91.525
Dusknoir,move,Thunder Punch,34.781
Dusknoir,move,Fire Punch,25.177
Eiscue Ice Face,ability,Ice Face,100.0
Eiscue Ice Face,item,Sitrus Berry,80.486
Eiscue Ice Face,item,Salac Berry,6.532
Eiscue Ice Face,item,Weakness Policy,5.846
Eiscue Ice Face,move,Icicle Crash,95.947
Eiscue Ice Face,move,Belly Drum,91.653
Eiscue Ice Face,move,Protect,81.742
Eiscue Ice Face,move,Head Smash,67.256
Eldegoss,ability,Cotton Down,92.851
Eldegoss,ability,Regenerator,6.593
Eldegoss,item,Wide Lens,85.111
Eldegoss,item,Leftovers,5.815
Eldegoss,item,Heavy-Duty Boots,5.373
Eldegoss,move,Pollen Puff,94.13
Eldegoss,move,Charm,90.365
Eldegoss,move,Sleep Powder,88.358
Eldegoss,move,Giga Drain,84.389
Electivire,ability,Motor Drive,99.953
Electivire,ability,Vital Spirit,0.047
Electivire,item,Assault Vest,91.626
Electivire,item,Other,4.243
Electivire,item,Choice Band,4.13
Electivire,move,Darkest Lariat,95.84
Electivire,move,Ice Punch,95.004
Electivire,move,Wild Charge,93.735
Electivire,move,Earthquake,91.903
Emolga,ability,Motor Drive,77.116
Emolga,ability,Static,22.884
Emolga,item,Safety Goggles,37.307
Emolga,item,Choice Scarf,32.253
Emolga,item,Aguav Berry,14.192
Emolga,move,Nuzzle,93.289
Emolga,move,Helping Hand,54.204
Emolga,move,Taunt,48.955
Emolga,move,Charm,48.128
Entei,ability,Inner Focus,99.878
Entei,ability,Pressure,0.122
Entei,item,Choice Scarf,56.319
Entei,item,Assault Vest,19.525
Entei,item,Life Orb,15.764
Entei,move,Sacred Fire,88.425
Entei,move,Stone Edge,77.952
Entei,move,Flare Blitz,57.003
Entei,move,Crunch,51.432
Escavalier,ability,Overcoat,97.221
Escavalier,ability,Swarm,2.107
Escavalier,item,Expert Belt,38.695
Escavalier,item,Assault Vest,29.047
Escavalier,item,Lum Berry,17.3
Escavalier,move,Iron Head,99.473
Escavalier,move,Drill Run,94.319
Escavalier,move,Protect,61.313
Escavalier,move,Close Combat,47.328
Espeon,ability,Magic Bounce,99.567
Espeon,ability,Synchronize,0.433
Espeon,item,Focus Sash,60.468
Espeon,item,Choice Scarf,22.267
Espeon,item,Life Orb,11.6
Espeon,move,Ally Switch,80.589
Espeon,move,Expanding Force,54.43
Espeon,move,Weather Ball,48.143
Espeon,move,Trick Room,46.119
Eternatus,ability,Pressure,100.0
Eternatus,item,Black Sludge,32.695
Eternatus,item,Life Orb,21.417
Eternatus,item,Dragon Fang,15.35
Eternatus,move,Flamethrower,72.593
Eternatus,move,Dynamax Cannon,71.187
Eternatus,move,Sludge Bomb,55.993
Eternatus,move,Protect,52.181
Excadrill,ability,Sand Rush,55.376
Excadrill,ability,Mold Breaker,44.601
Excadrill,item,Focus Sash,33.961
Excadrill,item,Assault Vest,27.201
Excadrill,item,Life Orb,18.854
Excadrill,move,Iron Head,97.594
Excadrill,move,Rock Slide,87.735
Excadrill,move,Protect,52.241
Excadrill,move,Earthquake,51.834
Exeggutor,ability,Harvest,82.502
Exeggutor,ability,Chlorophyll,17.498
Exeggutor,item,Sitrus Berry,81.96
Exeggutor,item,Blunder Policy,12.363
Exeggutor,item,Psychic Seed,4.871
Exeggutor,move,Skill Swap,94.994
Exeggutor,move,Protect,94.922
Exeggutor,move,Leech Seed,82.452
Exeggutor,move,Energy Ball,82.448
Exploud,ability,Soundproof,61.751
Exploud,ability,Scrappy,38.249
Exploud,item,Choice Specs,62.177
Exploud,item,Throat Spray,30.025
Exploud,item,Life Orb,6.443
Exploud,move,Boomburst,96.703
Exploud,move,Flamethrower,64.579
Exploud,move,Ice Beam,50.262
Exploud,move,Hyper Voice,42.862
Falinks,ability,Defiant,96.91
Falinks,ability,Battle Armor,3.09
Falinks,item,Life Orb,33.746
Falinks,item,Psychic Seed,16.373
Falinks,item,Weakness Policy,14.71
Falinks,move,No Retreat,95.948
Falinks,move,Close Combat,93.997
Falinks,move,Iron Head,61.839
Falinks,move,Rock Slide,43.329
Fan Rotom,ability,Levitate,100.0
Fan Rotom,item,Sitrus Berry,85.332
Fan Rotom,item,Life Orb,7.053
Fan Rotom,item,Other,4.904
Fan Rotom,move,Air Slash,100.0
Fan Rotom,move,Protect,95.162
Fan Rotom,move,Thunderbolt,93.107
Fan Rotom,move,Nasty Plot,88.403
Ferrothorn,ability,Iron Barbs,99.799
Ferrothorn,ability,Anticipation,0.201
Ferrothorn,item,Leftovers,81.215
Ferrothorn,item,Assault Vest,14.35
Ferrothorn,item,Other,4.435
Ferrothorn,move,Protect,81.649
Ferrothorn,move,Body Press,74.99
Ferrothorn,move,Leech Seed,71.176
Ferrothorn,move,Iron Defense,64.478
Flapple,ability,Hustle,93.71
Flapple,ability,Ripen,6.289
Flapple,item,Life Orb,77.662
Flapple,item,Choice Band,5.75
Flapple,item,Wide Lens,5.685
Flapple,move,Grav Apple,88.344
Flapple,move,Dragon Rush,83.851
Flapple,move,Protect,75.794
Flapple,move,Fly,73.574
Flareon,ability,Guts,94.976
Flareon,ability,Flash Fire,5.024
Flareon,item,Toxic Orb,90.428
Flareon,item,Choice Scarf,7.29
Flareon,item,Other,2.281
Flareon,move,Flare Blitz,98.294
Flareon,move,Superpower,95.825
Flareon,move,Iron Tail,67.686
Flareon,move,Protect,65.353
Flygon,ability,Levitate,100.0
Flygon,item,Life Orb,75.35
Flygon,item,Choice Band,8.993
Flygon,item,Expert Belt,3.668
Flygon,move,Protect,77.894
Flygon,move,Earth Power,73.564
Flygon,move,Flamethrower,73.147
Flygon,move,Dragon Pulse,61.955
Froslass,ability,Cursed Body,98.382
Froslass,ability,Snow Cloak,1.618
Froslass,item,Focus Sash,53.211
Froslass,item,Adrenaline Orb,38.513
Froslass,item,Safety Goggles,6.508
Froslass,move,Ally Switch,89.322
Froslass,move,Will O Wisp,51.433
Froslass,move,Icy Wind,47.103
Froslass,move,Fake Tears,40.278
Frost Rotom,ability,Levitate,100.0
Frost Rotom,item,Expert Belt,57.415
Frost Rotom,item,Wiki Berry,17.454
Frost Rotom,item,Grassy Seed,13.075
Frost Rotom,move,Blizzard,99.999
Frost Rotom,move,Thunderbolt,99.008
Frost Rotom,move,Protect,75.251
Frost Rotom,move,Thunder,39.983
Galarian Articuno,ability,Competitive,100.0
Galarian Articuno,item,Leftovers,38.696
Galarian Articuno,item,Iron Ball,29.572
Galarian Articuno,item,Weakness Policy,9.456
Galarian Articuno,move,Hurricane,87.905
Galarian Articuno,move,Trick Room,70.209
Galarian Articuno,move,Freezing Glare,66.235
Galarian Articuno,move,Calm Mind,41.204
Galarian Corsola,ability,Cursed Body,99.197
Galarian Corsola,ability,Weak Armor,0.803
Galarian Corsola,item,Eviolite,99.513
Galarian Corsola,item,Other,0.487
Galarian Corsola,move,Strength Sap,99.563
Galarian Corsola,move,Will O Wisp,78.589
Galarian Corsola,move,Haze,54.89
Galarian Corsola,move,Night Shade,52.4
Galarian Moltres,ability,Berserk,100.0
Galarian Moltres,item,Assault Vest,31.089
Galarian Moltres,item,Life Orb,15.398
Galarian Moltres,item,Weakness Policy,14.37
Galarian Moltres,move,Fiery Wrath,91.103
Galarian Moltres,move,Protect,64.149
Galarian Moltres,move,Air Slash,49.827
Galarian Moltres,move,Nasty Plot,42.43
Galarian Slowbro,ability,Quick Draw,83.932
Galarian Slowbro,ability,Regenerator,13.946
Galarian Slowbro,item,Psychic Seed,49.835
Galarian Slowbro,item,Safety Goggles,12.307
Galarian Slowbro,item,Quick Claw,12.002
Galarian Slowbro,move,Expanding Force,93.646
Galarian Slowbro,move,Trick Room,82.873
Galarian Slowbro,move,Shell Side Arm,82.17
Galarian Slowbro,move,Bulldoze,47.886
Galarian Weezing,ability,Neutralizing Gas,99.77
Galarian Weezing,ability,Misty Surge,0.223
Galarian Weezing,item,Babiri Berry,68.363
Galarian Weezing,item,Shuca Berry,24.469
Galarian Weezing,item,Other,4.576
Galarian Weezing,move,Protect,98.182
Galarian Weezing,move,Will O Wisp,93.353
Galarian Weezing,move,Strange Steam,72.417
Galarian Weezing,move,Substitute,69.009
Galarian Zapdos,ability,Defiant,100.0
Galarian Zapdos,item,Assault Vest,40.633
Galarian Zapdos,item,Choice Band,12.784
Galarian Zapdos,item,Choice Scarf,10.807
Galarian Zapdos,move,Brave Bird,93.244
Galarian Zapdos,move,Thunderous Kick,67.987
Galarian Zapdos,move,Stomping Tantrum,50.526
Galarian Zapdos,move,Close Combat,34.009
Gallade,ability,Justified,85.462
Gallade,ability,Steadfast,14.538
Gallade,item,Assault Vest,38.301
Gallade,item,Life Orb,14.512
Gallade,item,Focus Sash,7.441
Gallade,move,Close Combat,74.369
Gallade,move,Psycho Cut,58.452
Gallade,move,Knock Off,49.485
Gallade,move,Trick Room,27.514
Galvantula,ability,Compound Eyes,99.552
Galvantula,ability,Unnerve,0.448
Galvantula,item,Focus Sash,81.587
Galvantula,item,Assault Vest,11.132
Galvantula,item,Life Orb,6.186
Galvantula,move,Electroweb,88.152
Galvantula,move,Struggle Bug,75.494
Galvantula,move,Protect,66.57
Galvantula,move,Screech,59.272
Garbodor,ability,Weak Armor,99.792
Garbodor,ability,Aftermath,0.184
Garbodor,item,Weakness Policy,99.797
Garbodor,item,Other,0.203
Garbodor,move,Gunk Shot,99.828
Garbodor,move,Protect,99.3
Garbodor,move,Stomping Tantrum,97.933
Garbodor,move,Rock Blast,88.219
Garchomp,ability,Rough Skin,83.814
Garchomp,ability,Sand Veil,16.186
Garchomp,item,Life Orb,62.633
Garchomp,item,Choice Band,7.764
Garchomp,item,Yache Berry,7.168
Garchomp,move,Earthquake,85.835
Garchomp,move,Rock Slide,82.668
Garchomp,move,Protect,78.372
Garchomp,move,Outrage,54.128
Gardevoir,ability,Trace,92.987
Gardevoir,ability,Telepathy,3.627
Gardevoir,item,Psychic Seed,70.289
Gardevoir,item,Focus Sash,6.589
Gardevoir,item,Choice Scarf,4.174
Gardevoir,move,Expanding Force,95.954
Gardevoir,move,Trick Room,84.948
Gardevoir,move,Imprison,83.492
Gardevoir,move,Dazzling Gleam,73.77
Gastrodon,ability,Storm Drain,99.593
Gastrodon,ability,Sticky Hold,0.403
Gastrodon,item,Leftovers,84.781
Gastrodon,item,Rindo Berry,6.8
Gastrodon,item,Sitrus Berry,6.223
Gastrodon,move,Earth Power,98.795
Gastrodon,move,Yawn,96.989
Gastrodon,move,Protect,96.36
Gastrodon,move,Ice Beam,79.866
Gengar,ability,Cursed Body,100.0
Gengar,item,Focus Sash,44.902
Gengar,item,Choice Scarf,16.502
Gengar,item,Life Orb,10.474
Gengar,move,Shadow Ball,85.18
Gengar,move,Sludge Bomb,64.906
Gengar,move,Dazzling Gleam,37.986
Gengar,move,Trick Room,31.653
Gigalith,ability,Sand Stream,97.928
Gigalith,ability,Sand Force,1.874
Gigalith,item,Weakness Policy,51.724
Gigalith,item,Babiri Berry,30.233
Gigalith,item,Assault Vest,15.512
Gigalith,move,Rock Slide,98.421
Gigalith,move,Stomping Tantrum,64.555
Gigalith,move,Iron Head,52.682
Gigalith,move,Superpower,46.658
Giratina Altered Forme,ability,Pressure,71.964
Giratina Altered Forme,ability,Telepathy,28.036
Giratina Altered Forme,item,Weakness Policy,61.733
Giratina Altered Forme,item,Leftovers,21.063
Giratina Altered Forme,item,Assault Vest,12.923
Giratina Altered Forme,move,Protect,71.993
Giratina Altered Forme,move,Shadow Force,52.602
Giratina Altered Forme,move,Earth Power,34.199
Giratina Altered Forme,move,Earthquake,27.481
Giratina Origin Forme,ability,Levitate,100.0
Giratina Origin Forme,item,Griseous Orb,100.0
Giratina Origin Forme,move,Shadow Sneak,95.597
Giratina Origin Forme,move,Protect,89.46
Giratina Origin Forme,move,Shadow Force,85.557
Giratina Origin Forme,move,Poltergeist,82.311
Glaceon,ability,Snow Cloak,98.784
Glaceon,ability,Ice Body,1.216
Glaceon,item,Focus Sash,50.875
Glaceon,item,Life Orb,36.281
Glaceon,item,Never-Melt Ice,11.259
Glaceon,move,Freeze Dry,99.721
Glaceon,move,Protect,98.813
Glaceon,move,Yawn,50.966
Glaceon,move,Copycat,50.875
Glastrier,ability,Chilling Neigh,100.0
Glastrier,item,Lum Berry,52.918
Glastrier,item,Babiri Berry,16.92
Glastrier,item,Assault Vest,14.209
Glastrier,move,High Horsepower,99.988
Glastrier,move,Icicle Crash,92.194
Glastrier,move,Heavy Slam,77.675
Glastrier,move,Protect,72.366
Golduck,ability,Cloud Nine,86.812
Golduck,ability,Swift Swim,12.989
Golduck,item,Choice Scarf,41.004
Golduck,item,Rindo Berry,25.965
Golduck,item,Focus Sash,13.61
Golduck,move,Aqua Jet,63.646
Golduck,move,Surf,51.792
Golduck,move,Flip Turn,43.931
Golduck,move,Yawn,43.566
Golisopod,ability,Emergency Exit,100.0
Golisopod,item,Assault Vest,35.357
Golisopod,item,Weakness Policy,15.797
Golisopod,item,Room Service,12.637
Golisopod,move,Liquidation,90.634
Golisopod,move,Leech Life,78.255
Golisopod,move,First Impression,52.463
Golisopod,move,Aqua Jet,42.398
Golurk,ability,No Guard,70.41
Golurk,ability,Iron Fist,28.228
Golurk,item,Life Orb,60.413
Golurk,item,Weakness Policy,19.724
Golurk,item,Assault Vest,9.524
Golurk,move,Protect,82.856
Golurk,move,High Horsepower,80.024
Golurk,move,Poltergeist,75.387
Golurk,move,Dynamic Punch,71.032
Goodra,ability,Sap Sipper,86.732
Goodra,ability,Hydration,11.135
Goodra,item,Assault Vest,68.715
Goodra,item,Blunder Policy,10.415
Goodra,item,Leftovers,6.71
Goodra,move,Breaking Swipe,54.358
Goodra,move,Draco Meteor,34.108
Goodra,move,Sludge Bomb,32.545
Goodra,move,Flamethrower,32.067
Gothitelle,ability,Shadow Tag,99.614
Gothitelle,ability,Competitive,0.385
Gothitelle,item,Focus Sash,69.977
Gothitelle,item,Mental Herb,14.358
Gothitelle,item,Safety Goggles,7.837
Gothitelle,move,Helping Hand,96.715
Gothitelle,move,Fake Out,93.331
Gothitelle,move,Hypnosis,77.277
Gothitelle,move,Ally Switch,74.335
Gourgeist Large Size,ability,Frisk,100.0
Gourgeist Large Size,ability,Pickup,0.0
Gourgeist Large Size,item,Figy Berry,99.986
Gourgeist Large Size,item,Other,0.014
Gourgeist Large Size,move,Power Whip,100.0
Gourgeist Large Size,move,Trick Room,99.986
Gourgeist Large Size,move,Imprison,99.986
Gourgeist Large Size,move,Shadow Sneak,99.986
Gourgeist Small Size,ability,Frisk,98.646
Gourgeist Small Size,ability,Pickup,1.354
Gourgeist Small Size,item,Focus Sash,90.73
Gourgeist Small Size,item,Sitrus Berry,5.267
Gourgeist Small Size,item,Other,4.003
Gourgeist Small Size,move,Trick Room,74.028
Gourgeist Small Size,move,Imprison,56.075
Gourgeist Small Size,move,Grassy Glide,50.633
Gourgeist Small Size,move,Trick Or Treat,49.872
Gourgeist Super Size,ability,Frisk,96.738
Gourgeist Super Size,ability,Insomnia,3.163
Gourgeist Super Size,item,Coba Berry,69.529
Gourgeist Super Size,item,Figy Berry,15.773
Gourgeist Super Size,item,Colbur Berry,8.338
Gourgeist Super Size,move,Trick Room,97.989
Gourgeist Super Size,move,Will O Wisp,78.352
Gourgeist Super Size,move,Seed Bomb,77.473
Gourgeist Super Size,move,Trick Or Treat,74.892
Grapploct,ability,Limber,85.148
Grapploct,ability,Technician,14.852
Grapploct,item,Aguav Berry,35.781
Grapploct,item,Sitrus Berry,22.242
Grapploct,item,Leftovers,19.364
Grapploct,move,Octolock,93.923
Grapploct,move,Drain Punch,87.835
Grapploct,move,Soak,60.977
Grapploct,move,Detect,54.959
Greedent,ability,Cheek Pouch,100.0
Greedent,ability,Gluttony,0.0
Greedent,item,Sitrus Berry,99.826
Greedent,item,Other,0.174
Greedent,move,Belly Drum,99.812
Greedent,move,Facade,99.693
Greedent,move,Earthquake,87.034
Greedent,move,Gyro Ball,86.833
Grimmsnarl,ability,Prankster,99.959
Grimmsnarl,ability,Frisk,0.037
Grimmsnarl,item,Light Clay,57.116
Grimmsnarl,item,Iron Ball,20.017
Grimmsnarl,item,Lagging Tail,10.226
Grimmsnarl,move,Reflect,75.872
Grimmsnarl,move,Light Screen,63.992
Grimmsnarl,move,Thunder Wave,55.346
Grimmsnarl,move,Spirit Break,52.745
Groudon,ability,Drought,100.0
Groudon,item,Assault Vest,50.974
Groudon,item,Sitrus Berry,22.661
Groudon,item,Weakness Policy,5.618
Groudon,move,Precipice Blades,99.792
Groudon,move,Rock Slide,54.962
Groudon,move,Protect,42.589
Groudon,move,Stone Edge,38.319
Gyarados,ability,Intimidate,89.587
Gyarados,ability,Moxie,10.413
Gyarados,item,Assault Vest,32.114
Gyarados,item,Life Orb,29.638
Gyarados,item,Sitrus Berry,21.928
Gyarados,move,Waterfall,99.407
Gyarados,move,Bounce,72.574
Gyarados,move,Power Whip,72.523
Gyarados,move,Protect,36.337
Hatterene,ability,Healer,50.68
Hatterene,ability,Magic Bounce,49.32
Hatterene,item,Life Orb,77.349
Hatterene,item,Focus Sash,11.564
Hatterene,item,Other,4.748
Hatterene,move,Dazzling Gleam,98.52
Hatterene,move,Expanding Force,84.501
Hatterene,move,Trick Room,84.068
Hatterene,move,Mystical Fire,82.513
Hawlucha,ability,Unburden,86.197
Hawlucha,ability,Mold Breaker,13.704
Hawlucha,item,Focus Sash,45.365
Hawlucha,item,Psychic Seed,41.198
Hawlucha,item,Expert Belt,8.049
Hawlucha,move,Coaching,75.565
Hawlucha,move,Ally Switch,51.218
Hawlucha,move,Close Combat,45.632
Hawlucha,move,Acrobatics,45.147
Haxorus,ability,Mold Breaker,97.616
Haxorus,ability,Unnerve,2.301
Haxorus,item,Choice Scarf,84.72
Haxorus,item,Life Orb,7.72
Haxorus,item,Other,4.76
Haxorus,move,Earthquake,90.029
Haxorus,move,Breaking Swipe,81.479
Haxorus,move,Rock Tomb,81.401
Haxorus,move,Snarl,81.397
Heat Rotom,ability,Levitate,100.0
Heat Rotom,item,Safety Goggles,59.055
Heat Rotom,item,Sitrus Berry,28.421
Heat Rotom,item,Life Orb,6.161
Heat Rotom,move,Overheat,99.979
Heat Rotom,move,Thunderbolt,98.385
Heat Rotom,move,Nasty Plot,60.352
Heat Rotom,move,Will O Wisp,56.661
Heatran,ability,Flash Fire,97.556
Heatran,ability,Flame Body,2.444
Heatran,item,Air Balloon,57.449
Heatran,item,Leftovers,13.694
Heatran,item,Shuca Berry,8.076
Heatran,move,Earth Power,90.586
Heatran,move,Flash Cannon,70.739
Heatran,move,Protect,63.329
Heatran,move,Heat Wave,55.981
Heliolisk,ability,Dry Skin,86.216
Heliolisk,ability,Solar Power,11.701
Heliolisk,item,Focus Sash,81.331
Heliolisk,item,Choice Scarf,6.675
Heliolisk,item,Choice Specs,5.394
Heliolisk,move,Weather Ball,83.581
Heliolisk,move,Electroweb,79.314
Heliolisk,move,Thunder,77.345
Heliolisk,move,Glare,76.717
Heracross,ability,Moxie,51.673
Heracross,ability,Guts,47.992
Heracross,item,Flame Orb,41.887
Heracross,item,Lum Berry,14.9
Heracross,item,Choice Scarf,13.669
Heracross,move,Close Combat,97.664
Heracross,move,Megahorn,97.194
Heracross,move,Rock Slide,65.246
Heracross,move,Protect,53.783
Hippowdon,ability,Sand Stream,92.875
Hippowdon,ability,Sand Force,7.125
Hippowdon,item,Sitrus Berry,22.55
Hippowdon,item,Rindo Berry,22.019
Hippowdon,item,Iapapa Berry,17.819
Hippowdon,move,Yawn,72.347
Hippowdon,move,Slack Off,70.251
Hippowdon,move,High Horsepower,61.767
Hippowdon,move,Protect,47.416
Hitmonlee,ability,Unburden,99.204
Hitmonlee,ability,Reckless,0.795
Hitmonlee,item,Psychic Seed,32.861
Hitmonlee,item,Weakness Policy,28.109
Hitmonlee,item,Grassy Seed,26.315
Hitmonlee,move,Close Combat,63.549
Hitmonlee,move,Bounce,61.059
Hitmonlee,move,Fake Out,46.212
Hitmonlee,move,Throat Chop,34.112
Hitmontop,ability,Intimidate,99.935
Hitmontop,ability,Technician,0.065
Hitmontop,item,Eject Button,76.446
Hitmontop,item,Focus Sash,13.308
Hitmontop,item,Other,4.156
Hitmontop,move,Fake Out,97.021
Hitmontop,move,Wide Guard,78.786
Hitmontop,move,Close Combat,77.873
Hitmontop,move,Feint,52.647
Ho-oh,ability,Regenerator,97.028
Ho-oh,ability,Pressure,2.972
Ho-oh,item,Weakness Policy,47.93
Ho-oh,item,Safety Goggles,13.807
Ho-oh,item,Assault Vest,7.135
Ho-oh,move,Sacred Fire,84.238
Ho-oh,move,Brave Bird,81.065
Ho-oh,move,Protect,80.609
Ho-oh,move,Earthquake,56.709
Hydreigon,ability,Levitate,100.0
Hydreigon,item,Assault Vest,67.212
Hydreigon,item,Safety Goggles,16.907
Hydreigon,item,Life Orb,12.242
Hydreigon,move,Earth Power,93.957
Hydreigon,move,Dark Pulse,83.482
Hydreigon,move,Draco Meteor,59.592
Hydreigon,move,Flash Cannon,46.602
Incineroar,ability,Intimidate,99.927
Incineroar,ability,Blaze,0.073
Incineroar,item,Shuca Berry,36.082
Incineroar,item,Safety Goggles,23.39
Incineroar,item,Sitrus Berry,14.031
Incineroar,move,Fake Out,99.796
Incineroar,move,Flare Blitz,98.84
Incineroar,move,Parting Shot,96.074
Incineroar,move,Darkest Lariat,40.006
Indeedee Female,ability,Psychic Surge,98.79
Indeedee Female,ability,Synchronize,0.888
Indeedee Female,item,Psychic Seed,64.443
Indeedee Female,item,Focus Sash,23.447
Indeedee Female,item,Safety Goggles,9.133
Indeedee Female,move,Follow Me,99.822
Indeedee Female,move,Helping Hand,92.2
Indeedee Female,move,Protect,86.716
Indeedee Female,move,Expanding Force,86.47
Indeedee Male,ability,Psychic Surge,99.23
Indeedee Male,ability,Inner Focus,0.68
Indeedee Male,item,Focus Sash,71.746
Indeedee Male,item,Choice Scarf,16.316
Indeedee Male,item,Psychic Seed,8.783
Indeedee Male,move,Expanding Force,99.251
Indeedee Male,move,Trick Room,81.248
Indeedee Male,move,Imprison,78.776
Indeedee Male,move,Helping Hand,61.219
Inteleon,ability,Sniper,82.305
Inteleon,ability,Torrent,17.695
Inteleon,item,Scope Lens,71.31
Inteleon,item,Life Orb,13.966
Inteleon,item,Mystic Water,4.181
Inteleon,move,Snipe Shot,95.029
Inteleon,move,Air Slash,77.367
Inteleon,move,Focus Energy,66.68
Inteleon,move,Icy Wind,54.36
Jellicent,ability,Water Absorb,94.582
Jellicent,ability,Cursed Body,5.418
Jellicent,item,Focus Sash,46.971
Jellicent,item,Wacan Berry,16.086
Jellicent,item,Lum Berry,15.841
Jellicent,move,Trick Room,97.28
Jellicent,move,Strength Sap,70.026
Jellicent,move,Shadow Ball,59.488
Jellicent,move,Water Spout,57.229
Jolteon,ability,Volt Absorb,86.987
Jolteon,ability,Quick Feet,13.013
Jolteon,item,Life Orb,47.007
Jolteon,item,Focus Sash,27.731
Jolteon,item,Magnet,10.602
Jolteon,move,Shadow Ball,44.096
Jolteon,move,Rising Voltage,38.965
Jolteon,move,Thunder,37.509
Jolteon,move,Volt Switch,32.355
Kabutops,ability,Weak Armor,87.176
Kabutops,ability,Swift Swim,12.822
Kabutops,item,Weakness Policy,87.997
Kabutops,item,Life Orb,11.767
Kabutops,item,Other,0.236
Kabutops,move,Protect,82.275
Kabutops,move,Liquidation,81.599
Kabutops,move,Stone Edge,69.793
Kabutops,move,Dig,61.483
Kangaskhan,ability,Scrappy,99.569
Kangaskhan,ability,Inner Focus,0.431
Kangaskhan,item,Flame Orb,68.999
Kangaskhan,item,Assault Vest,22.102
Kangaskhan,item,Other,3.265
Kangaskhan,move,Fake Out,99.887
Kangaskhan,move,Sucker Punch,98.244
Kangaskhan,move,Facade,69.465
Kangaskhan,move,Fling,68.999
Kartana,ability,Beast Boost,100.0
Kartana,item,Assault Vest,73.383
Kartana,item,Life Orb,20.575
Kartana,item,Other,3.106
Kartana,move,Leaf Blade,99.828
Kartana,move,Smart Strike,98.388
Kartana,move,Aerial Ace,90.58
Kartana,move,Sacred Sword,79.657
Kingdra,ability,Swift Swim,99.999
Kingdra,ability,Sniper,0.001
Kingdra,item,Life Orb,91.604
Kingdra,item,Focus Sash,5.955
Kingdra,item,Other,2.442
Kingdra,move,Hurricane,70.551
Kingdra,move,Draco Meteor,67.739
Kingdra,move,Protect,63.421
Kingdra,move,Hydro Pump,57.369
Kingler,ability,Hyper Cutter,99.99
